,input,output
23609,CC(=O)Nc1cccc(N(C)c2ccc3c(C=Cc4ccccc4)n[nH]c3c2)c1,CC(=O)OC(C)=O.CN(c1cccc(N)c1)c1ccc2c(C=Cc3ccccc3)n[nH]c2c1
23610,C[C@@H]1CNCCN1c1nccnc1OCCOc1ccccc1OCCN(C)C,CN(C)CCOc1ccccc1OCCO.C[C@@H]1CNCCN1c1nccnc1Cl
23611,COc1cc(C(=O)N2CCC3(CC2)CC(=O)c2cc(C(C)(C)C(=O)O)ccc2O3)nc2c(OC)cccc12,COc1cc(C(=O)N2CCC3(CC2)CC(=O)c2cc(C(C)(C)C(=O)OCc4ccccc4)ccc2O3)nc2c(OC)cccc12
23612,CC(C)(C)OC(=O)N1CC[C@H]1COc1cncc([C@H]2C[C@@H]2CO)c1,CC(C)C(=O)OC[C@H]1C[C@@H]1c1cncc(OC[C@@H]2CCN2C(=O)OC(C)(C)C)c1
23613,Cn1nccc1CNC(=O)c1ccc(C(=O)NN)s1,COC(=O)c1ccc(C(=O)NCc2ccnn2C)s1.NN
23614,COC[C@@H]1CN(CCCCl)CCO1,COC[C@@H]1CNCCO1.ClCCCBr
23615,O=C(O)c1ccc(-c2cccc(C(=O)Nc3ccc(N4CCOCC4)cc3)c2)cc1,CCOC(=O)c1ccc(-c2cccc(C(=O)Nc3ccc(N4CCOCC4)cc3)c2)cc1
23616,Cc1ccc(S(=O)(=O)n2c(C3=CCNCC3)cc3c(F)ccc(C#N)c32)cc1,Cc1ccc(S(=O)(=O)n2c(C3=CCN(C(=O)OC(C)(C)C)CC3)cc3c(F)ccc(C#N)c32)cc1
23617,CCOC(=O)c1cc2cc(-c3ccc(C(F)(F)F)cc3)ccc2[nH]1,CCOC(=O)c1cc2cc(Br)ccc2[nH]1.OB(O)c1ccc(C(F)(F)F)cc1
23618,CN(C)S(=O)(=O)N1CCC(CC(=O)Nc2ccc3cc2CCc2cccc(c2)Nc2ncc(Cl)c(n2)N3)CC1,CN(C)S(=O)(=O)Cl.O=C(CC1CCNCC1)Nc1ccc2cc1CCc1cccc(c1)Nc1ncc(Cl)c(n1)N2
23619,Cc1ncnc2c1c(NCc1ccc(O)cc1)cc(=O)n2OCc1ccccc1,COCOc1ccc(CNc2cc(=O)n(OCc3ccccc3)c3ncnc(C)c23)cc1
23620,Cc1cccc(-c2sc(C3CC3)nc2C(=O)N2CCC[C@@H](N)C2)c1,Cc1cccc(-c2sc(C3CC3)nc2C(=O)N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)c1
23621,CNC(=O)N1CCN(C(=O)COc2ccc3cc2CCc2cncc(c2)Nc2ncc(Cl)c(n2)N3)CC1,CN=C=O.O=C(COc1ccc2cc1CCc1cncc(c1)Nc1ncc(Cl)c(n1)N2)N1CCNCC1
23622,COc1cccc2c1CCc1ccn(CCNC(C)=O)c1-2,CC(=O)NCCN.COc1cccc2c1CCC(CC=O)C2=O
23623,CC(C)CCc1c(C(C)C)nc(NC(C)C)c2n[nH]c(=O)n12,CC(C)C=Cc1c(C(C)C)nc(NC(C)C)c2n[nH]c(=O)n12
23624,O=C1CCCc2c1ccn2Cc1cccc(Cl)c1,Clc1cccc(CBr)c1.O=C1CCCc2[nH]ccc21
23625,COc1ccc(S(C)(=O)=O)cc1NC(=S)Nc1cccc2[nH]ncc12,COc1ccc(S(C)(=O)=O)cc1NC(=S)Nc1cccc2c1cnn2C
23626,O=c1c2cc(F)c(F)cc2n(CC2CC2)c(=O)n1N(Cc1ccccc1)Cc1ccccc1,BrCC1CC1.O=c1[nH]c2cc(F)c(F)cc2c(=O)n1N(Cc1ccccc1)Cc1ccccc1
23627,CO[C@@H]1C[C@@H](CO[Si](C)(C)C(C)(C)C)N(C(=O)OC(C)(C)C)C1,CC(C)(C)OC(=O)N1C[C@H](O)C[C@H]1CO[Si](C)(C)C(C)(C)C.CI
23628,Cc1ccc(-c2ccccc2C(=O)Nc2ccc(O)cc2)cc1,Cc1ccc(-c2ccccc2C(=O)O)cc1.Nc1ccc(O)cc1
23629,N#Cc1cccc(S(=O)(=O)c2ccc(/C=C/c3ccc(F)cc3F)nc2)c1,O=S(=O)(c1ccc(/C=C/c2ccc(F)cc2F)nc1)c1cccc(Br)c1.[C-]#N
23630,CC(C)(C)OC(=O)CCC(=O)NCc1cccc(CO)c1,CC(C)(C)OC(=O)CCC(=O)[O-].NCc1cccc(CO)c1
23631,O=C(O)c1ccc(Oc2ccc(I)cn2)cc1,COC(=O)c1ccc(Oc2ccc(I)cn2)cc1
23632,CON(C)C(=O)c1cccc2nsnc12,CNOC.O=C(O)c1cccc2nsnc12
23633,CC(C)(C)OC(=O)Nc1cccc(CCOc2ccc3c(c2)CCC(CC(=O)O)C3)n1,CCOC(=O)CC1CCc2cc(OCCc3cccc(NC(=O)OC(C)(C)C)n3)ccc2C1
23634,CC(C)Cc1nn(C)c(=O)c2c(SCCCC(=O)O)n(Cc3cccc4ccccc34)cc12,COC(=O)CCCSc1c2c(=O)n(C)nc(CC(C)C)c2cn1Cc1cccc2ccccc12
23635,CC(C)(C)OC(=O)NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3CCS2)C1,CC(C)(C)OC(=O)NC1CCNC1.O=C(O)c1c2n(c3cc(Cl)c(F)cc3c1=O)CCS2
23636,CN1CCN(c2nccc3cc4c(cc23)NCC4)CC1,CN1CCN(c2nccc3cc4c(cc23)N(Cc2ccccc2)CC4)CC1
23637,CS(=O)(=O)c1ccc(-c2ccc(OCC3CCNCC3)nc2)cc1,CC(C)(C)OC(=O)N1CCC(COc2ccc(-c3ccc(S(C)(=O)=O)cc3)cn2)CC1
23638,CC(C)(CCn1cnc(-c2ccccc2)c1)NC[C@H](O)c1ccc(O)c(NS(=O)(=O)c2ccccc2)c1,CC(C)(CCn1cnc(-c2ccccc2)c1)NC[C@H](O)c1ccc(OCc2ccccc2)c(NS(=O)(=O)c2ccccc2)c1
23639,COC(=O)CN1Cc2ccc(-c3nc4ccc(C5(c6ccccc6)CC5)nc4s3)cc2C1,COC(=O)CBr.c1ccc(C2(c3ccc4nc(-c5ccc6c(c5)CNC6)sc4n3)CC2)cc1
23640,COc1ccc(C(=O)Nc2c(C)c(C)c3oc(C)c(-c4ccc(F)cc4)c3c2C)cc1,COc1ccc(C(=O)Cl)cc1.Cc1oc2c(C)c(C)c(N)c(C)c2c1-c1ccc(F)cc1
23641,COC(=O)c1cc(OCc2ccc3ccccc3c2)cc([N+](=O)[O-])c1,BrCc1ccc2ccccc2c1.COC(=O)c1cc(O)cc([N+](=O)[O-])c1
23642,Cn1cc(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4c3)c(F)c2)c(=O)n1-c1c(Cl)cccc1Cl,Cn1cc(C(=O)O)c(=O)n1-c1c(Cl)cccc1Cl.Nc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3c2)c(F)c1
23643,Cc1ccccc1C(=O)c1ccc(N(C(=O)OC(C)OC(=O)c2ccccn2)c2ccc(F)cc2C)cc1Cl,CCC(=O)OC(C)OC(=O)N(c1ccc(C(=O)c2ccccc2C)c(Cl)c1)c1ccc(F)cc1C.O=C([O-])c1ccccn1
23644,CC(CC1(c2ccccc2)C=CCC=C1)N(C)C,CC(=O)CC1(c2ccccc2)C=CCC=C1.CNC
23645,CN(C)c1ccc(S(=O)(=O)N[C@H](C=O)CC(=O)O)c(OCCc2cccc3ncccc23)c1,CN(C)c1ccc(S(=O)(=O)N[C@H](C=O)CC(=O)OC(C)(C)C)c(OCCc2cccc3ncccc23)c1
23646,CCC(C)(C)CC(O)CNC(=O)C(Cc1ccc(-c2cn(C)nc2NC(=O)OC(C)(C)C)cc1)NC(C)=O,CCC(C)(C)CC(O)CN.COC(=O)C(Cc1ccc(-c2cn(C)nc2NC(=O)OC(C)(C)C)cc1)NC(C)=O
23647,CCC(=O)CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)c1cc2ccccc2nc1OC,CCC(=O)CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)O.COc1nc2ccccc2cc1C(=O)CN
23648,c1ccc2sc(Oc3ccc4cc[nH]c4c3)nc2c1,Clc1nc2ccccc2s1.Oc1ccc2cc[nH]c2c1
23649,C=CCn1cc(-c2cc(Oc3ccc(NC(=O)NC(=O)C(C)(C)OC)nc3)ccn2)cn1,C=CCn1cc(B2OC(C)(C)C(C)(C)O2)cn1.COC(C)(C)C(=O)NC(=O)Nc1ccc(Oc2ccnc(Cl)c2)cn1
23650,O=C(O)c1ccc(CN2C(=O)c3ccccc3C2=O)cc1,CC(C)(C)OC(=O)c1ccc(CN2C(=O)c3ccccc3C2=O)cc1
23651,CCOC(=O)Cc1cc(Cl)ccc1OCC(=O)N1CC(C)N(Cc2ccc(F)cc2)CC1C,CCOC(=O)Cc1cc(Cl)ccc1O.C[C@H]1CN(C(=O)CCl)[C@H](C)CN1Cc1ccc(F)cc1
23652,Cc1nc(C(=O)N2CCCC[C@H]2Cc2nc3ccc(F)cn3c2Cl)c(-c2ccccc2)s1,Cc1nc(C(=O)O)c(-c2ccccc2)s1.Fc1ccc2nc(C[C@@H]3CCCCN3)c(Cl)n2c1
23653,Cc1c(SCCCCl)ccnc1CSc1ccncc1,Cc1c(SCCCCl)ccnc1CCl.Sc1ccncc1
23654,Nc1ccc(-c2cccc(-c3cc(-c4ccc(Cl)cc4)cc(C(F)(F)F)n3)c2)cn1,CC1(C)OB(c2ccc(N)nc2)OC1(C)C.FC(F)(F)c1cc(-c2ccc(Cl)cc2)cc(-c2cccc(Br)c2)n1
23655,CCCC(=O)Nc1cc(C(=O)OC)cc(-c2ccccc2Br)c1,CCCC(=O)Cl.COC(=O)c1cc(N)cc(-c2ccccc2Br)c1
23656,O=C(COc1ncc(C(=O)Nc2ccc(F)cc2)cn1)Nc1cccnc1,Nc1cccnc1.O=C(O)COc1ncc(C(=O)Nc2ccc(F)cc2)cn1
23657,COC(=O)c1cc(Br)ccc1NC(=O)CBr,COC(=O)c1cc(Br)ccc1N.O=C(Br)CBr
23658,CCCc1cnc(N2CCC(Oc3nc4ncc(C5=CCN(C(=O)OC(C)(C)C)CC5)cc4s3)CC2)nc1,CC(C)(C)OC(=O)N1CC=C(B2OC(C)(C)C(C)(C)O2)CC1.CCCc1cnc(N2CCC(Oc3nc4ccc(C5=CCN(C(=O)OC(C)(C)C)CC5)cc4s3)CC2)nc1
23659,CC(C)(C)OC(=O)N1CC(C(=O)N2CCC(C#N)(Cc3ccc(F)nc3)CC2)Oc2cc(O)c(Cl)cc21,CC(C)(C)OC(=O)N1CC(C(=O)N2CCC(C#N)(Cc3ccc(F)nc3)CC2)Oc2cc(OCc3ccccc3)c(Cl)cc21
23660,CC(=O)c1cc(=O)c2cc(Br)ccc2o1,CON(C)C(=O)c1cc(=O)c2cc(Br)ccc2o1
23661,Cn1c(-c2ccc(Cl)cc2)c(CCC(=O)N2CCC(O)(Cc3ccccc3)CC2)c2cc(N3CCOCC3)ccc21,C1COCCN1.Cn1c(-c2ccc(Cl)cc2)c(CCC(=O)N2CCC(O)(Cc3ccccc3)CC2)c2cc(Br)ccc21
23662,Cc1noc(-c2ccc(-c3ccc(C4(C(=O)NS(=O)(=O)c5ccccc5)CC4)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1,Cc1noc(-c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1.NS(=O)(=O)c1ccccc1
23663,CS(=O)(=O)N1CC(F)(c2ccc(C3=NOC(c4cc(Cl)cc(C(F)(F)F)c4)(C(F)(F)F)C3)cc2)C1,CS(=O)(=O)Cl.FC(F)(F)c1cc(Cl)cc(C2(C(F)(F)F)CC(c3ccc(C4(F)CNC4)cc3)=NO2)c1
23664,CCCCCCCCOCc1ccccc1Br,BrCc1ccccc1Br.CCCCCCCCO
23665,CC(=O)N1Cc2cc(Cl)ccc2-n2c(nnc2N2CCC(c3ccccc3)CC2)C1,CC(=O)OC(C)=O.Clc1ccc2c(c1)CNCc1nnc(N3CCC(c4ccccc4)CC3)n1-2
23666,Cc1c(C)c(S(=O)(=O)NC(=N)Nc2cccc([C@H](NC(=O)c3cccn(Cc4ccccc4)c3=O)C(=O)O)c2)c(C)c2c1OC(C)(C)CC2,COC(=O)[C@@H](NC(=O)c1cccn(Cc2ccccc2)c1=O)c1cccc(NC(=N)NS(=O)(=O)c2c(C)c(C)c3c(c2C)CCC(C)(C)O3)c1
23667,CC(=O)Nc1ncnc(N[C@@H]2CCCc3ccccc32)n1,CC(=O)OC(C)=O.Nc1ncnc(N[C@@H]2CCCc3ccccc32)n1
23668,Cc1nc2c(O)cc(N)cc2o1,Cc1nc2c(O)cc([N+](=O)[O-])cc2o1
23669,CCOC(=O)Cn1cc(F)c(N)nc1=O,CCOC(=O)CBr.Nc1nc(=O)[nH]cc1F
23670,O=C(Nc1c(Cl)cc(C(=O)C(F)(F)F)cc1Cl)c1cccc([N+](=O)[O-])c1F,Nc1c(Cl)cc(C(=O)C(F)(F)F)cc1Cl.O=C(O)c1cccc([N+](=O)[O-])c1F
23671,COc1ccc(C2CCCCC2)c2sc(NC(=O)c3ccc(CCl)cc3)nc12,COc1ccc(C2CCCCC2)c2sc(N)nc12.O=C(Cl)c1ccc(CCl)cc1
23672,O=C1c2ccc(Cl)cc2CCN1c1cncc(O)c1,COc1cncc(N2CCc3cc(Cl)ccc3C2=O)c1
23673,N#Cc1cc([N+](=O)[O-])c(N)cc1-n1ccnc1,N#Cc1cc([N+](=O)[O-])c(N)cc1F.c1c[nH]cn1
23674,COc1ccc(C=CC(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1,COc1ccc(C=CC(=O)O)c(OC)c1.Fc1ccc(C(c2ccc(F)cc2)N2CCNCC2)cc1
23675,CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CCN(C(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)O)CC4)no2)cc1C#N,CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CCNCC4)no2)cc1C#N.C[C@@H](O)[C@H](NC(=O)OC(C)(C)C)C(=O)O
23676,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1[N+](=O)[O-],CO.O=[N+]([O-])c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1F
23677,CCCCOC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c1ccc2cc(OC)c(OC)cc2c1,COc1cc2ccc(S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)O)cc2cc1OC.Cc1ccc(S(=O)(=O)O)cc1
23678,CCOC(=O)N1c2ccc(OC)nc2[C@@H](NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C[C@H]1CC,CCOC(=O)N1c2ccc(OC)nc2[C@@H](N)C[C@H]1CC.O=Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1
23679,Brc1cccc(C23CCOCC2O3)c1,Brc1cccc(C2=CCOCC2)c1.O=C([O-])O
23680,COc1ccc(-c2nnc(-c3ccc4nc(-c5c(C)cccc5C)[nH]c4c3)o2)cc1,COc1ccc(C(=O)NNC(=O)c2ccc3nc(-c4c(C)cccc4C)[nH]c3c2)cc1
23681,COC(=O)c1cccc(CN2CCC(c3c[nH]c4ccccc34)CC2)c1,COC(=O)c1cccc(CBr)c1.c1ccc2c(C3CCNCC3)c[nH]c2c1
23682,COCC(=O)Nc1cc(N2C(=O)c3ccccc3C2=O)c(Cl)cc1F,COCC(=O)Cl.Nc1cc(N2C(=O)c3ccccc3C2=O)c(Cl)cc1F
23683,N[C@@H](CC(=O)N1CCCC(c2nc3ccccc3[nH]2)C1)Cc1ccc(Cl)cc1,CC(C)(C)OC(=O)N[C@@H](CC(=O)N1CCCC(c2nc3ccccc3[nH]2)C1)Cc1ccc(Cl)cc1
23684,NC1=N[C@@]2(COC1)c1cc(Br)ccc1Oc1ccc(-c3ccnc(F)c3)cc12,NC1=N[C@@]2(COC1)c1cc(Br)ccc1Oc1ccc(I)cc12.OB(O)c1ccnc(F)c1
23685,C[Si](C)(C)C#Cc1ccc(N)c(F)c1,C#C[Si](C)(C)C.Nc1ccc(I)cc1F
23686,C#CC(O)c1cc(OCCOCC)c2c(c1)C(C)(C)CCC2(C)C,C#C[Mg+].CCOCCOc1cc(C=O)cc2c1C(C)(C)CCC2(C)C
23687,COc1ccc2c(c1OC)CC(c1ccccc1)CC2C#N,COc1ccc2c(c1OC)CC(c1ccccc1)C=C2C#N
23688,C=CCNCc1ccc(Cl)cc1,C=CCN.O=Cc1ccc(Cl)cc1
23689,Cc1nc(N)ccc1C#N,Cc1nc(N)ccc1Br.N#C[Cu]
23690,CN(CC[C@H]1CC[C@H](/C=C/CN2CCCCC2)CC1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,C1CCNCC1.CN(CC[C@H]1CC[C@H](/C=C/CCl)CC1)S(=O)(=O)c1ccc(C(F)(F)F)cc1
23691,CC(C)OCCN1c2nc(Cl)cc(=O)n2CCC1(C)C,CC(C)OCCOS(C)(=O)=O.CC1(C)CCn2c(nc(Cl)cc2=O)N1
23692,COCN1C(=O)COc2ccc(N3C[C@H](NC(=O)OC(C)(C)C)CC3=O)cc21,CC(C)(C)OC(=O)N[C@H]1CNC(=O)C1.COCN1C(=O)COc2ccc(Br)cc21
23693,c1ccc(CN2CCC(Nc3cccc(C4OCCO4)c3)CC2)cc1,Brc1cccc(C2OCCO2)c1.NC1CCN(Cc2ccccc2)CC1
23694,CCOC(=O)c1ccc(OCCCN2CCCCC2)cc1,C1CCNCC1.CCOC(=O)c1ccc(OCCCCl)cc1
23695,COc1cc2c(cc1Oc1nc(C(=O)Nc3c(OC)nc(NCCNC(C)C)nc3OC)cs1)C(C)(C)CC2,COc1cc2c(cc1Oc1nc(C(=O)Nc3c(OC)nc(NCCN(C(=O)OC(C)(C)C)C(C)C)nc3OC)cs1)C(C)(C)CC2
23696,CCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CC(F)(F)C2)[nH]1,CCc1nnc(-c2cc(C(=O)O)c(C)cc2C2CC(F)(F)C2)[nH]1.N#Cc1ccc(C2CCNCC2)cc1
23697,CC(C)Nc1cncnc1N1CCN(C(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N1CCN(c2ncncc2N)CC1.CC(C)=O
23698,C=CCCCCNC(=O)c1cnc(SCC)s1,C=CCCCCN.CCSc1ncc(C(=O)O)s1
23699,Cc1ccc(NC(=O)c2cccc(C(C)C)c2)cc1-c1ccc2nc(N)ncc2c1,CC(C)c1cccc(C(=O)O)c1.Cc1ccc(N)cc1-c1ccc2nc(N)ncc2c1
23700,N#Cc1ccc(-n2nc(C(N)=O)c3c2-c2cc(NC(=O)c4ccccc4Cl)ccc2CC3)cc1,NC(=O)c1nn(-c2ccc(Br)cc2)c2c1CCc1ccc(NC(=O)c3ccccc3Cl)cc1-2.[C-]#N
23701,COc1cc(C(=O)N[C@H](C)COS(C)(=O)=O)ccc1[N+](=O)[O-],COc1cc(C(=O)N[C@H](C)CO)ccc1[N+](=O)[O-].CS(=O)(=O)Cl
23702,COc1ccc(Cl)c(NC(C)=O)c1,CC(=O)O.COc1ccc(Cl)c(N)c1
23703,C#Cc1cccc(NC(=O)[C@H](C)N(C)C(=O)OC(C)(C)C)c1,C#Cc1cccc(N)c1.C[C@@H](C(=O)O)N(C)C(=O)OC(C)(C)C
23704,O=[N+]([O-])c1cc2c(NCc3ccccc3)nc(-c3ccno3)nc2s1,NCc1ccccc1.O=[N+]([O-])c1cc2c(Cl)nc(-c3ccno3)nc2s1
23705,O=C(NC1CC1)c1cnc(I)cc1C(F)(F)F,COC(=O)c1cnc(I)cc1C(F)(F)F.NC1CC1
23706,O=C(Nc1cc(-c2ccccc2)sc1C(=O)O)Nc1c(Cl)cccc1Cl,Nc1cc(-c2ccccc2)sc1C(=O)O.O=C=Nc1c(Cl)cccc1Cl
23707,O=Cc1ccc(Br)cc1Oc1ccc(Cl)c(Cl)c1,O=Cc1ccc(Br)cc1F.Oc1ccc(Cl)c(Cl)c1
23708,CCCCCCCCCCCCCCCCOC[C@H]1CCO[C@H](c2ccccc2)O1,CCCCCCCCCCCCCCCCBr.OC[C@H]1CCO[C@H](c2ccccc2)O1
23709,CC(C)(C)C1CCC(Oc2ccc3sc(CN4CC[C@@H](C(=O)O)C4)nc3c2)CC1,CC(C)(C)C1CCC(Oc2ccc3sc(C=O)nc3c2)CC1.O=C(O)[C@@H]1CCNC1
23710,O=C1Nc2ccc3ccccc3c2CCC1Cl,O=C1Nc2ccc3ccccc3c2CCC1(Cl)Cl
23711,CCCc1c(OC(CCC)CCOS(C)(=O)=O)ccc2c(-c3ccccc3)noc12,CCCc1c(OC(CCC)CCO)ccc2c(-c3ccccc3)noc12.CS(=O)(=O)Cl
23712,Cc1ccc(N[C@H](C(=O)O)C(C)C)c(F)c1,CC(C)C(Br)C(=O)O.Cc1ccc(N)c(F)c1
23713,CNc1c(F)cc2c(=O)c(C(=O)O)cn(-c3cc(N)ccc3F)c2c1Cl,CN.Nc1ccc(F)c(-n2cc(C(=O)O)c(=O)c3cc(F)c(F)c(Cl)c32)c1
23714,COc1ccc(CNc2cc(Cn3c(C(=O)c4cc(C)cc(C=CC#N)c4)c(C(C)C)c(=O)[nH]c3=O)cc(Cl)n2)cc1,COc1ccc(CNc2cc(CO)cc(Cl)n2)cc1.Cc1cc(C=CC#N)cc(C(=O)c2[nH]c(=O)[nH]c(=O)c2C(C)C)c1
23715,O=C(NCCCn1ccnc1)c1n[nH]c2ccccc12,NCCCn1ccnc1.O=C(O)c1n[nH]c2ccccc12
23716,Cc1nccn2c(C#N)ccc12,Cc1nccn2c(Br)ccc12.N#C[Cu]
23717,O=S(=O)(c1ccc(F)cc1)n1ccc2ccccc21,O=S(=O)(Cl)c1ccc(F)cc1.c1ccc2[nH]ccc2c1
23718,CCOC(=O)c1oc2cccc(OCCCNCc3cccnc3)c2c1CN,CCOC(=O)c1oc2cccc(OCCCNCc3cccnc3)c2c1CN=[N+]=[N-]
23719,CC(C)(C)C(=O)NCc1ccc(Cl)c(NC(=S)Nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(OCC(F)F)nc2N)c1Cl,CC(C)(C)C(=O)NCc1ccc(Cl)c(N=C=S)c1Cl.Nc1cc(C(=O)N[C@H]2CC[C@H](C(F)(F)F)CC2)c(OCC(F)F)nc1N
23720,Cn1ncc2c(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(O)c3)cncc21,COc1cc(-c2cncc3c2cnn3C)ccc1NC(=O)Nc1cccc(C(F)(F)F)c1
23721,COCCOc1ccc(OC2CN(c3ccc([C@H](C)NC(=O)c4sc(NC(C)=O)nc4C)cc3)C2)cc1,CC(=O)Nc1nc(C)c(C(=O)N[C@@H](C)c2ccc(Br)cc2)s1.COCCOc1ccc(OC2CNC2)cc1
23722,CCc1[nH]c(C(=O)NC2CCN(C(=O)OC(C)(C)C)CC2=O)nc1Cl,CCc1[nH]c(C(=O)N[C@@H]2CCN(C(=O)OC(C)(C)C)C[C@H]2O)nc1Cl
23723,OCc1ccc(F)c(Br)c1,O=Cc1ccc(F)c(Br)c1
23724,CC[C@H]1COC[C@H](C)N1,CC[C@H]1COC[C@H](C)N1C(=O)OC(C)(C)C
23725,N#Cc1ccc(N2CCC(O)CC2)c2ccccc12,N#Cc1ccc(F)c2ccccc12.OC1CCNCC1
23726,CC(C)C(=O)Nc1cccc(C2CCN(CCCNC(=O)C(C)c3ccc(Cl)cc3)CC2)c1,CC(C(=O)O)c1ccc(Cl)cc1.CC(C)C(=O)Nc1cccc(C2CCN(CCCN)CC2)c1
23727,NC(=O)c1ccc(NC2CCNCC2)cc1,NC(=O)c1ccc(NC2CCN(Cc3ccccc3)CC2)cc1
23728,OCc1cnc2n1CCCC2,O=Cc1cnc2n1CCCC2
23729,CON=CNC(=O)c1ccc(C=O)cc1C,CON=CNC(=O)c1ccc(Br)cc1C.O=C[O-]
23730,O=C1NCCCN1c1ccc(Oc2ccc(Cl)cc2)cc1,O=C(NCCCCl)Nc1ccc(Oc2ccc(Cl)cc2)cc1
23731,CCn1nc(C)cc1C(=O)Nc1cccc(C(=O)c2ccc3c(c2)NC(=O)C3=CNc2ccc(N3CCOCC3)cc2)c1,CCn1nc(C)cc1C(=O)Nc1cccc(C(=O)c2ccc3c(c2)NC(=O)C3=CO)c1.Nc1ccc(N2CCOCC2)cc1
23732,CCCCCS(=O)(=O)NC(=O)/C=C/c1c(C)nn(C)c1-n1ccc2cc(C)cnc21,CCCCCS(N)(=O)=O.Cc1cnc2c(ccn2-c2c(/C=C/C(=O)O)c(C)nn2C)c1
23733,CC(C)C(N)C(=O)N1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,CC(C)C(NC(=O)OC(C)(C)C)C(=O)N1CCN(Cc2ccc(Cl)c(Cl)c2)CC1
23734,N#Cc1ccc2c(c1)COc1ccc(O)cc1C2=O,CC(=O)Oc1ccc2c(c1)C(=O)c1ccc(C#N)cc1CO2
23735,Cc1sc2nc(-c3ccncc3)nc(NCc3ccc(Cl)c(Cl)c3)c2c1Cl,Cc1sc2nc(-c3ccncc3)nc(Cl)c2c1Cl.NCc1ccc(Cl)c(Cl)c1
23736,Cc1cccc(-c2ccc(C(C)(C)C(=O)NCC(C)C)cc2)c1,CC(C)CNC(=O)C(C)(C)c1ccc(Br)cc1.Cc1cccc(B(O)O)c1
23737,COC(=O)c1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)c(F)c1,COC(=O)c1ccc(CBr)c(F)c1.O=C1NCCC(F)(F)C[C@H]1NS(=O)(=O)c1ccc(Cl)cc1
23738,COC(=O)c1cc(C)c(C(OC(=O)[C@H](C)NS(=O)(=O)c2ccc(C)cc2)c2cc(-n3ccnc3)ccc2C)c(C)c1,COC(=O)c1cc(C)c(C(O)c2cc(-n3ccnc3)ccc2C)c(C)c1.Cc1ccc(S(=O)(=O)N[C@@H](C)C(=O)Cl)cc1
23739,Cc1c(C#N)cnc2ccc(OCc3ccccc3)nc12,Cc1c(C(N)=O)cnc2ccc(OCc3ccccc3)nc12
23740,COc1cccc2cc(Nc3cnc(C#N)cn3)ncc12,CN(C)C=O.N#Cc1cnc(Nc2cc3cccc(Br)c3cn2)cn1
23741,CCN(C(C)C(=O)OC)S(=O)(=O)c1ccccc1[N+](=O)[O-],CCBr.COC(=O)C(C)NS(=O)(=O)c1ccccc1[N+](=O)[O-]
23742,CCC1=[SH]C(=NC(=O)CC(C)C)N(c2cccc(C(F)(F)F)c2)C1,CC(C)CC(=O)Cl.CCC1=[SH]C(=N)N(c2cccc(C(F)(F)F)c2)C1
23743,CCOC(=O)c1cn([C@H](CO[Si](C)(C)C(C)(C)C)C(C)C)c2nc(OC)c(COc3c(F)cc(F)cc3F)cc2c1=O,CCOC(=O)c1cn([C@H](CO[Si](C)(C)C(C)(C)C)C(C)C)c2nc(OC)c(CBr)cc2c1=O.Oc1c(F)cc(F)cc1F
23744,CO[C@H]1Cc2ccccc2[C@H]1N,CO[C@H]1Cc2ccccc2[C@H]1NC(=O)OC(C)(C)C
23745,COc1ccc(OCCCCCN2CCC(CNC(=O)c3cc(Cl)c(N)cc3OC)CC2)cc1OC,COc1cc(N)c(Cl)cc1C(=O)NCC1CCNCC1.COc1ccc(OCCCCCCl)cc1OC
23746,Cc1cncc(N2CCN(C)CC2)n1,CN1CCNCC1.Cc1cncc(Cl)n1
