Dataset_ID,A_GHz,B_GHz,C_GHz,Dipole_Debye,Polarizability_Bohr3,HOMO_Hartree,LUMO_Hartree,Gap_Hartree,R2_Bohr2,ZPVE_Hartree,U_298K_Hartree,H_298K_Hartree,G_298K_Hartree,Cv_cal_mol_K,SMILES,InChI
gdb_1246,7.08814,1.17517,1.06631,4.1615,66.01,-0.2293,0.0361,0.2654,1089.5602,0.147662,-305.900638,-305.892269,-305.891325,-305.933679,CN(C)CCC#N,"InChI=1S/C5H10N2/c1-7(2)5-3-4-6/h3,5H2,1-2H3"
gdb_1247,6.35602,1.06785,0.97244,2.8513,69.1,-0.2475,-0.0181,0.2294,1207.8775,0.169116,-310.940611,-310.931655,-310.930711,-310.974733,CC(C)CCC=O,"InChI=1S/C6H12O/c1-6(2)4-3-5-7/h5-6H,3-4H2,1-2H3"
gdb_1248,5.07605,1.40889,1.31261,3.6758,65.32,-0.2497,0.0333,0.283,981.46,0.159125,-327.014214,-327.00557,-327.004626,-327.048002,CC(C)CNC=O,"InChI=1S/C5H11NO/c1-5(2)3-6-4-7/h4-5H,3H2,1-2H3,(H,6,7)"
gdb_1249,6.6296,1.2486,1.12472,4.0394,62.11,-0.2771,0.0095,0.2866,1052.1515,0.146269,-346.886411,-346.877908,-346.876964,-346.92005,CC(C)COC=O,"InChI=1S/C5H10O2/c1-5(2)3-7-4-6/h4-5H,3H2,1-2H3"
gdb_1250,6.84496,1.16046,1.03874,3.0075,62.,-0.2546,-0.0261,0.2285,1116.4435,0.144496,-346.859384,-346.850546,-346.849601,-346.893533,CC(C)OCC=O,"InChI=1S/C5H10O2/c1-5(2)7-4-3-6/h3,5H,4H2,1-2H3"
gdb_1251,7.00894,1.07185,0.98682,3.3221,62.23,-0.2472,-0.0172,0.23,1156.0424,0.145583,-346.867789,-346.859151,-346.858207,-346.90144,CC(O)CCC=O,"InChI=1S/C5H10O2/c1-5(7)3-2-4-6/h4-5,7H,2-3H2,1H3"
gdb_1252,6.1091,1.31142,1.13225,3.6492,58.93,-0.2474,0.0347,0.2821,1017.2473,0.135777,-362.94204,-362.933789,-362.932845,-362.975246,CC(O)CNC=O,"InChI=1S/C4H9NO2/c1-4(7)2-5-3-6/h3-4,7H,2H2,1H3,(H,5,6)"
gdb_1253,6.05897,1.28038,1.17601,2.254,59.53,-0.2565,0.0222,0.2787,1011.4441,0.134919,-362.906662,-362.898251,-362.897307,-362.940129,CC(O)COC=N,"InChI=1S/C4H9NO2/c1-4(6)2-7-3-5/h3-6H,2H2,1H3"
gdb_1254,6.60578,1.40165,1.2301,5.3405,55.11,-0.2709,0.0142,0.2851,945.3283,0.122847,-382.810709,-382.802647,-382.801703,-382.843261,CC(O)COC=O,"InChI=1S/C4H8O3/c1-4(6)2-7-3-5/h3-4,6H,2H2,1H3"
gdb_1255,8.68692,1.1934,1.06309,2.0056,64.97,-0.247,-0.0115,0.2355,1089.4461,0.123635,-341.878745,-341.870435,-341.869491,-341.912175,CN=CNC(C)=O,"InChI=1S/C4H8N2O/c1-4(7)6-3-5-2/h3H,1-2H3,(H,5,6,7)"
gdb_1256,9.18145,1.20891,1.07625,2.7619,61.,-0.2419,0.008,0.2498,1050.0042,0.113425,-357.941534,-357.933674,-357.932729,-357.973624,CN=CNC(N)=O,"InChI=1S/C3H7N3O/c1-5-2-6-3(4)7/h2H,1H3,(H3,4,5,6,7)"
gdb_1257,8.80026,1.2574,1.11536,0.455,59.47,-0.2618,-0.0183,0.2435,1036.5637,0.110723,-361.750275,-361.742143,-361.741199,-361.783306,CN=COC(C)=O,"InChI=1S/C4H7NO2/c1-4(6)7-3-5-2/h3H,1-2H3"
gdb_1258,9.24692,1.27872,1.13133,1.7184,55.46,-0.2585,0.0074,0.2659,996.0035,0.100338,-377.816587,-377.80863,-377.807686,-377.849065,CN=COC(N)=O,"InChI=1S/C3H6N2O2/c1-5-2-7-3(4)6/h2H,1H3,(H2,4,6)"
gdb_1259,8.20044,1.2732,1.14203,7.2557,54.97,-0.2409,0.0036,0.2444,966.6252,0.101581,-377.813742,-377.806295,-377.805351,-377.845832,NC=[NH+]CC([O-])=O,"InChI=1S/C3H6N2O2/c4-2-5-1-3(6)7/h2H,1H2,(H2,4,5)(H,6,7)"
gdb_1260,6.86865,1.18236,1.075,2.9358,69.51,-0.2434,0.0303,0.2738,1145.7729,0.157325,-326.983087,-326.974203,-326.973259,-327.016616,CN=COC(C)C,"InChI=1S/C5H11NO/c1-5(2)7-4-6-3/h4-5H,1-3H3"
gdb_1261,7.79011,1.06645,0.9491,4.7432,61.49,-0.2573,-0.0481,0.2092,1157.3028,0.098529,-344.431301,-344.422854,-344.42191,-344.465251,CC(=O)C#CCO,"InChI=1S/C5H6O2/c1-5(7)3-2-4-6/h6H,4H2,1H3"
gdb_1262,7.25727,1.08525,0.96087,3.5208,68.51,-0.2523,-0.0439,0.2084,1200.2744,0.12236,-308.518276,-308.509654,-308.508709,-308.552603,CCC#CC(C)=O,"InChI=1S/C6H8O/c1-3-4-5-6(2)7/h3H2,1-2H3"
gdb_1263,7.67229,1.09743,0.97167,3.9461,64.39,-0.2494,-0.015,0.2344,1161.1068,0.111834,-324.588418,-324.579753,-324.578809,-324.623838,CCC#CC(N)=O,"InChI=1S/C5H7NO/c1-2-3-4-5(6)7/h2H2,1H3,(H2,6,7)"
gdb_1264,8.30661,1.07623,0.95855,5.3033,57.35,-0.2558,-0.0193,0.2366,1120.1118,0.088062,-360.501085,-360.492639,-360.491695,-360.535345,NC(=O)C#CCO,"InChI=1S/C4H5NO2/c5-4(7)2-1-3-6/h6H,3H2,(H2,5,7)"
gdb_1265,8.07402,1.09087,0.97319,5.3628,56.69,-0.263,-0.0392,0.2238,1111.0895,0.089488,-360.501473,-360.493727,-360.492782,-360.534734,[NH3+]CC#CC([O-])=O,"InChI=1S/C4H5NO2/c5-3-1-2-4(6)7/h3,5H2,(H,6,7)"
gdb_1266,6.34523,1.04933,0.94243,1.2842,70.02,-0.2409,0.0361,0.277,1243.8513,0.145957,-309.688611,-309.679458,-309.678514,-309.724025,CC(C)C#CCO,"InChI=1S/C6H10O/c1-6(2)4-3-5-7/h6-7H,5H2,1-2H3"
gdb_1267,6.77332,1.0256,0.94819,1.5467,62.29,-0.2595,0.0272,0.2867,1202.0457,0.122717,-345.613895,-345.605137,-345.604193,-345.648135,CC(O)C#CCO,"InChI=1S/C5H8O2/c1-5(7)3-2-4-6/h5-7H,4H2,1H3"
gdb_1268,6.00945,1.06449,0.95212,0.088,77.09,-0.2393,0.0609,0.3002,1289.1717,0.169677,-273.773955,-273.764645,-273.7637,-273.809344,CCC#CC(C)C,"InChI=1S/C7H12/c1-4-5-6-7(2)3/h7H,4H2,1-3H3"
gdb_1269,6.50128,1.03506,0.95869,1.8282,69.76,-0.2487,0.0417,0.2904,1252.8656,0.14603,-309.69664,-309.687536,-309.686592,-309.733027,CCC#CC(C)O,"InChI=1S/C6H10O/c1-3-4-5-6(2)7/h6-7H,3H2,1-2H3"
gdb_1270,6.76899,1.13746,1.04786,2.7971,69.8,-0.2473,0.0246,0.2719,1172.7453,0.15739,-326.978724,-326.969665,-326.968721,-327.012811,COC=NC(C)C,"InChI=1S/C5H11NO/c1-5(2)6-4-7-3/h4-5H,1-3H3"
gdb_1271,5.66482,1.4013,1.20323,1.2514,58.74,-0.2714,0.0271,0.2984,986.6162,0.135552,-362.917261,-362.909041,-362.908097,-362.950291,CC(=N)OCCO,"InChI=1S/C4H9NO2/c1-4(5)7-3-2-6/h5-6H,2-3H2,1H3"
gdb_1272,7.85219,1.03564,0.93603,3.8961,61.44,-0.2439,-0.0087,0.2352,1207.6711,0.145338,-346.873992,-346.864937,-346.863992,-346.908901,CC(=O)CCCO,"InChI=1S/C5H10O2/c1-5(7)3-2-4-6/h6H,2-4H2,1H3"
gdb_1273,5.72993,1.35817,1.16425,3.6552,58.98,-0.2385,0.0398,0.2783,1008.3742,0.13552,-362.945811,-362.937134,-362.93619,-362.980361,CC(=O)NCCO,"InChI=1S/C4H9NO2/c1-4(7)5-2-3-6/h6H,2-3H2,1H3,(H,5,7)"
gdb_1274,5.88314,1.40183,1.20609,1.8227,54.39,-0.273,0.0099,0.2829,969.3956,0.123101,-382.824468,-382.816163,-382.815219,-382.858285,CC(=O)OCCO,"InChI=1S/C4H8O3/c1-4(6)7-3-2-5/h5H,2-3H2,1H3"
gdb_1275,7.52764,1.03267,0.93409,2.5767,68.54,-0.2413,-0.0069,0.2344,1271.3575,0.168818,-310.954514,-310.945247,-310.944303,-310.989533,CCCCC(C)=O,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3"
gdb_1276,7.61584,1.04954,0.95462,3.43,64.98,-0.2427,0.0361,0.2788,1222.1374,0.158721,-327.025329,-327.01624,-327.015295,-327.060099,CCCCC(N)=O,"InChI=1S/C5H11NO/c1-2-3-4-5(6)7/h2-4H2,1H3,(H2,6,7)"
gdb_1277,6.85074,1.16697,1.08656,3.4726,65.86,-0.2396,0.0386,0.2781,1137.2336,0.158619,-327.023352,-327.014207,-327.013263,-327.059074,CCCNC(C)=O,"InChI=1S/C5H11NO/c1-3-4-6-5(2)7/h3-4H2,1-2H3,(H,6,7)"
gdb_1278,7.59727,1.13243,1.03762,3.6036,62.09,-0.2422,0.0606,0.3028,1138.7938,0.148453,-343.084333,-343.075705,-343.074761,-343.118303,CCCNC(N)=O,"InChI=1S/C4H10N2O/c1-2-3-6-4(5)7/h2-3H2,1H3,(H3,5,6,7)"
gdb_1279,7.77081,1.15858,1.03409,2.0071,61.83,-0.265,0.02,0.285,1145.5681,0.146096,-346.903261,-346.894413,-346.893469,-346.937865,CCCOC(C)=O,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3"
gdb_1280,8.17317,1.17164,1.04506,2.462,57.94,-0.264,0.0595,0.3235,1106.8366,0.135959,-362.967171,-362.95874,-362.957795,-363.000762,CCCOC(N)=O,"InChI=1S/C4H9NO2/c1-2-3-7-4(5)6/h2-3H2,1H3,(H2,5,6)"
gdb_1281,6.15033,1.33409,1.23569,5.3151,57.48,-0.248,0.0213,0.2693,983.9296,0.136774,-362.945907,-362.938068,-362.937124,-362.978657,CC[NH2+]CC([O-])=O,"InChI=1S/C4H9NO2/c1-2-5-3-4(6)7/h5H,2-3H2,1H3,(H,6,7)"
gdb_1282,7.6951,1.16141,1.0356,3.4626,62.56,-0.2438,-0.0092,0.2346,1145.1515,0.144657,-346.865957,-346.856961,-346.856017,-346.900596,CCOCC(C)=O,"InChI=1S/C5H10O2/c1-3-7-4-5(2)6/h3-4H2,1-2H3"
gdb_1283,7.81861,1.18276,1.05662,4.1238,58.9,-0.2453,0.0284,0.2737,1099.2691,0.134589,-362.935404,-362.926652,-362.925708,-362.969766,CCOCC(N)=O,"InChI=1S/C4H9NO2/c1-2-7-3-4(5)6/h2-3H2,1H3,(H2,5,6)"
gdb_1284,6.16631,1.45706,1.25058,6.1962,57.97,-0.2479,0.0284,0.2763,945.5531,0.137311,-362.946707,-362.939101,-362.938157,-362.978786,C[NH2+]CCC([O-])=O,"InChI=1S/C4H9NO2/c1-5-3-2-4(6)7/h5H,2-3H2,1H3,(H,6,7)"
gdb_1285,8.05978,1.09653,0.98888,1.5782,61.93,-0.2465,-0.0117,0.2348,1175.3083,0.145053,-346.867207,-346.858197,-346.857253,-346.901901,COCCC(C)=O,"InChI=1S/C5H10O2/c1-5(6)3-4-7-2/h3-4H2,1-2H3"
gdb_1286,8.35565,1.1159,1.00354,2.5104,58.21,-0.2476,0.0319,0.2795,1129.7357,0.134737,-362.938449,-362.92947,-362.928526,-362.973821,COCCC(N)=O,"InChI=1S/C4H9NO2/c1-7-3-2-4(5)6/h2-3H2,1H3,(H2,5,6)"
gdb_1287,7.94292,1.05193,0.95777,4.6,57.85,-0.2448,0.0347,0.2796,1158.8734,0.135165,-362.944759,-362.935797,-362.934853,-362.979581,NC(=O)CCCO,"InChI=1S/C4H9NO2/c5-4(7)2-1-3-6/h6H,1-3H2,(H2,5,7)"
gdb_1288,6.33957,1.33199,1.1392,4.0322,54.97,-0.2398,0.0615,0.3013,993.3409,0.125275,-379.006904,-378.998708,-378.997764,-379.04013,NC(=O)NCCO,"InChI=1S/C3H8N2O2/c4-3(7)5-1-2-6/h6H,1-2H2,(H3,4,5,7)"
gdb_1289,6.16306,1.41514,1.23322,2.9228,50.55,-0.271,0.0498,0.3209,931.339,0.11291,-398.888473,-398.880552,-398.879608,-398.921543,NC(=O)OCCO,"InChI=1S/C3H7NO3/c4-3(6)7-2-1-5/h5H,1-2H2,(H2,4,6)"
gdb_1290,4.78268,1.74591,1.36145,6.8096,57.27,-0.2369,0.0368,0.2737,872.2097,0.137916,-362.952198,-362.944708,-362.943764,-362.984179,[NH3+]CCCC([O-])=O,"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)"
gdb_1291,6.28879,0.99301,0.90285,1.299,71.46,-0.2615,0.0807,0.3422,1317.5841,0.193012,-312.126356,-312.116803,-312.115859,-312.160781,CC(C)CCCO,"InChI=1S/C6H14O/c1-6(2)4-3-5-7/h6-7H,3-5H2,1-2H3"
gdb_1292,5.06464,1.37057,1.14452,2.3094,64.84,-0.2571,0.0766,0.3337,1066.9097,0.169552,-348.051405,-348.042453,-348.041508,-348.085275,CC(C)OCCO,"InChI=1S/C5H12O2/c1-5(2)7-4-3-6/h5-6H,3-4H2,1-2H3"
gdb_1293,6.89189,1.00495,0.92217,1.7364,64.63,-0.2581,0.0724,0.3304,1259.7952,0.169494,-348.052763,-348.043488,-348.042544,-348.086794,CC(O)CCCO,"InChI=1S/C5H12O2/c1-5(7)3-2-4-6/h5-7H,2-4H2,1H3"
gdb_1294,6.08497,0.99017,0.90107,0.0577,78.7,-0.2997,0.0862,0.3858,1383.4554,0.216412,-276.206257,-276.196497,-276.195553,-276.240836,CCCCC(C)C,"InChI=1S/C7H16/c1-4-5-6-7(2)3/h7H,4-6H2,1-3H3"
gdb_1295,6.54138,1.00069,0.91782,1.4237,71.61,-0.261,0.0739,0.3349,1326.5598,0.192944,-312.133063,-312.123614,-312.12267,-312.167188,CCCCC(C)O,"InChI=1S/C6H14O/c1-3-4-5-6(2)7/h6-7H,3-5H2,1-2H3"
gdb_1296,6.28174,1.09275,0.98845,0.9066,72.3,-0.2456,0.088,0.3336,1264.1147,0.192289,-312.128001,-312.118424,-312.11748,-312.162713,CCCOC(C)C,"InChI=1S/C6H14O/c1-4-5-7-6(2)3/h6H,4-5H2,1-3H3"
gdb_1297,6.23606,1.12984,1.01529,0.8536,72.37,-0.2489,0.088,0.337,1232.7486,0.192456,-312.126544,-312.117027,-312.116082,-312.160843,CCOCC(C)C,"InChI=1S/C6H14O/c1-4-7-5-6(2)3/h6H,4-5H2,1-3H3"
gdb_1298,5.02395,1.27143,1.24031,2.2405,64.82,-0.2572,0.0792,0.3364,1070.8534,0.169559,-348.053064,-348.044051,-348.043107,-348.086845,CCOCC(C)O,"InChI=1S/C5H12O2/c1-3-7-4-5(2)6/h5-6H,3-4H2,1-2H3"
gdb_1299,6.41007,1.04951,0.95047,1.0262,72.19,-0.2495,0.0835,0.333,1286.4754,0.19265,-312.119017,-312.109494,-312.10855,-312.153443,COCCC(C)C,"InChI=1S/C6H14O/c1-6(2)4-5-7-3/h6H,4-5H2,1-3H3"
gdb_1300,6.92163,1.06106,0.96842,0.4474,65.05,-0.2482,0.0717,0.3199,1230.4102,0.169192,-348.045948,-348.036728,-348.035784,-348.079973,COCCC(C)O,"InChI=1S/C5H12O2/c1-5(6)3-4-7-2/h5-6H,3-4H2,1-2H3"
gdb_1301,3.24496,2.59114,2.1458,2.6086,64.27,-0.2338,-0.0164,0.2174,729.1336,0.146469,-309.738513,-309.730687,-309.729743,-309.770655,CC1(C)CCC1=O,"InChI=1S/C6H10O/c1-6(2)4-3-5(6)7/h3-4H2,1-2H3"
gdb_1302,3.41126,2.58978,2.19606,3.4842,61.14,-0.2417,0.0406,0.2823,703.5296,0.136142,-325.809179,-325.80157,-325.800626,-325.840507,CC1(C)CNC1=O,"InChI=1S/C5H9NO/c1-5(2)3-6-4(5)7/h3H2,1-2H3,(H,6,7)"
gdb_1303,3.46915,2.57533,2.20806,2.4567,61.5,-0.2609,0.0323,0.2932,703.5227,0.136267,-325.785262,-325.777909,-325.776964,-325.816273,CC1(C)COC1=N,"InChI=1S/C5H9NO/c1-5(2)3-7-4(5)6/h6H,3H2,1-2H3"
gdb_1304,3.50696,2.57633,2.22623,3.9969,56.57,-0.2679,0.0137,0.2816,686.7649,0.124338,-345.689766,-345.682556,-345.681612,-345.720707,CC1(C)COC1=O,"InChI=1S/C5H8O2/c1-5(2)3-7-4(5)6/h3H2,1-2H3"
gdb_1305,3.34258,2.61605,2.18632,2.4752,60.92,-0.2387,-0.0216,0.2172,706.0824,0.135221,-325.778234,-325.770634,-325.76969,-325.809559,CC1(C)NCC1=O,"InChI=1S/C5H9NO/c1-5(2)4(7)3-6-5/h6H,3H2,1-2H3"
gdb_1306,3.41936,2.61726,2.22186,1.0703,57.48,-0.2523,-0.0288,0.2235,688.4755,0.122413,-345.661057,-345.653514,-345.65257,-345.692435,CC1(C)OCC1=O,"InChI=1S/C5H8O2/c1-5(2)4(6)3-7-5/h3H2,1-2H3"
gdb_1307,3.56803,2.63832,2.25229,4.1989,53.12,-0.2585,0.0086,0.2671,662.6069,0.113257,-361.731914,-361.724741,-361.723797,-361.762913,CC1(N)COC1=O,"InChI=1S/C4H7NO2/c1-4(5)2-7-3(4)6/h2,5H2,1H3"
gdb_1308,3.39434,2.71916,2.16812,2.0822,57.22,-0.2472,-0.0286,0.2186,682.4644,0.122791,-345.663386,-345.655772,-345.654828,-345.695098,CC1(O)CCC1=O,"InChI=1S/C5H8O2/c1-5(7)3-2-4(5)6/h7H,2-3H2,1H3"
gdb_1309,3.5428,2.65711,2.21803,2.5062,54.09,-0.2424,0.026,0.2684,663.4271,0.112415,-361.733362,-361.725984,-361.72504,-361.764477,CC1(O)CNC1=O,"InChI=1S/C4H7NO2/c1-4(7)2-5-3(4)6/h7H,2H2,1H3,(H,5,6)"
gdb_1310,3.59559,2.64855,2.23228,1.4261,54.49,-0.2678,0.0185,0.2864,663.043,0.112382,-361.709679,-361.702484,-361.70154,-361.740635,CC1(O)COC1=N,"InChI=1S/C4H7NO2/c1-4(6)2-7-3(4)5/h5-6H,2H2,1H3"
gdb_1311,3.65301,2.62796,2.2389,3.314,49.68,-0.2625,0.0008,0.2634,648.3864,0.100436,-381.612501,-381.605481,-381.604536,-381.643329,CC1(O)COC1=O,"InChI=1S/C4H6O3/c1-4(6)2-7-3(4)5/h6H,2H2,1H3"
gdb_1312,3.16662,2.52504,2.07045,1.2635,67.09,-0.2523,0.0773,0.3296,763.2153,0.170361,-310.915408,-310.907317,-310.906373,-310.946841,CC1(C)CCC1O,"InChI=1S/C6H12O/c1-6(2)4-3-5(6)7/h5,7H,3-4H2,1-2H3"
gdb_1313,3.37636,2.56399,2.12543,2.2041,60.07,-0.2415,0.065,0.3065,721.569,0.146152,-346.840635,-346.832595,-346.831651,-346.87248,CC1(C)OCC1O,"InChI=1S/C5H10O2/c1-5(2)4(6)3-7-5/h4,6H,3H2,1-2H3"
gdb_1314,3.23345,2.60446,2.10715,1.0048,60.09,-0.2515,0.0751,0.3266,720.2405,0.146617,-346.844016,-346.836105,-346.835161,-346.875318,CC1(O)CCC1O,"InChI=1S/C5H10O2/c1-5(7)3-2-4(5)6/h4,6-7H,2-3H2,1H3"
gdb_1315,3.09416,2.42914,2.00669,0.0751,74.1,-0.2775,0.0802,0.3577,813.6898,0.194083,-274.989422,-274.981221,-274.980277,-275.020859,CC1CCC1(C)C,"InChI=1S/C7H14/c1-6-4-5-7(6,2)3/h6H,4-5H2,1-3H3"
gdb_1316,3.15426,2.51068,2.04398,1.2493,67.11,-0.2513,0.076,0.3273,769.6888,0.170399,-310.918831,-310.910861,-310.909916,-310.95008,CC1CCC1(C)O,"InChI=1S/C6H12O/c1-5-3-4-6(5,2)7/h5,7H,3-4H2,1-2H3"
gdb_1317,3.31117,2.4551,2.0606,1.7334,66.82,-0.2382,0.0794,0.3176,771.9296,0.169999,-310.916474,-310.908323,-310.907379,-310.948378,CC1COC1(C)C,"InChI=1S/C6H12O/c1-5-4-7-6(5,2)3/h5H,4H2,1-3H3"
gdb_1318,3.31609,2.42682,2.04733,1.7442,67.01,-0.24,0.0777,0.3176,773.9021,0.170167,-310.913156,-310.905055,-310.904111,-310.944991,CC1OCC1(C)C,"InChI=1S/C6H12O/c1-5-6(2,3)4-7-5/h5H,4H2,1-3H3"
gdb_1319,3.38529,2.49965,2.08605,2.3266,60.13,-0.2427,0.0662,0.309,730.4646,0.146404,-346.840522,-346.832677,-346.831732,-346.871994,CC1OCC1(C)O,"InChI=1S/C5H10O2/c1-4-5(2,6)3-7-4/h4,6H,3H2,1-2H3"
gdb_1320,4.81793,1.84886,1.65677,0.9315,71.46,-0.2376,0.0512,0.2888,825.8861,0.146088,-272.548325,-272.540333,-272.539389,-272.579699,CC1(C)CC1C#C,"InChI=1S/C7H10/c1-4-6-5-7(6,2)3/h1,6H,5H2,2-3H3"
gdb_1321,4.82908,1.87884,1.68118,4.3317,65.9,-0.2812,0.0318,0.313,798.1374,0.135985,-288.657055,-288.649459,-288.648515,-288.68824,CC1(C)CC1C#N,"InChI=1S/C6H9N/c1-6(2)3-5(6)4-7/h5H,3H2,1-2H3"
gdb_1322,5.05633,1.84877,1.64868,1.8398,67.94,-0.2408,0.0386,0.2793,811.4787,0.134725,-288.58902,-288.581169,-288.580225,-288.620346,CC1(C)NC1C#C,"InChI=1S/C6H9N/c1-4-5-6(2,3)7-5/h1,5,7H,2-3H3"
gdb_1323,5.07043,1.87702,1.67008,4.9807,62.44,-0.2708,0.0174,0.2882,784.5465,0.124443,-304.696023,-304.688535,-304.687591,-304.727176,CC1(C)NC1C#N,"InChI=1S/C5H8N2/c1-5(2)4(3-6)7-5/h4,7H,1-2H3"
gdb_1324,5.30937,1.86225,1.64939,1.8213,64.03,-0.2568,0.0225,0.2794,795.2723,0.121773,-308.473428,-308.465612,-308.464668,-308.504795,CC1(C)OC1C#C,"InChI=1S/C6H8O/c1-4-5-6(2,3)7-5/h1,5H,2-3H3"
gdb_1325,5.31189,1.89492,1.67309,4.0657,58.67,-0.2939,-0.0007,0.2932,767.8302,0.111446,-324.578381,-324.570922,-324.569978,-324.609576,CC1(C)OC1C#N,"InChI=1S/C5H7NO/c1-5(2)4(3-6)7-5/h4H,1-2H3"
gdb_1326,4.95609,1.88237,1.67932,1.8006,64.02,-0.2424,0.0474,0.2898,781.1792,0.122283,-308.472221,-308.464498,-308.463553,-308.503358,CC1(O)CC1C#C,"InChI=1S/C6H8O/c1-3-5-4-6(5,2)7/h1,5,7H,4H2,2H3"
gdb_1327,4.96076,1.91479,1.70558,4.5946,58.65,-0.2794,0.0275,0.3069,753.5324,0.112066,-324.580268,-324.572915,-324.571971,-324.611244,CC1(O)CC1C#N,"InChI=1S/C5H7NO/c1-5(7)2-4(5)3-6/h4,7H,2H2,1H3"
gdb_1328,4.56847,1.69259,1.58646,3.3742,66.52,-0.243,-0.0155,0.2275,857.5795,0.146416,-309.727166,-309.719292,-309.718348,-309.75884,CC1(C)CC1C=O,"InChI=1S/C6H10O/c1-6(2)3-5(6)4-7/h4-5H,3H2,1-2H3"
gdb_1329,5.13228,1.84121,1.68199,3.7136,62.74,-0.2489,0.0044,0.2533,798.8288,0.135047,-325.781571,-325.773859,-325.772915,-325.813075,CC1(C)CN1C=O,"InChI=1S/C5H9NO/c1-5(2)3-6(5)4-7/h4H,3H2,1-2H3"
gdb_1330,4.71336,1.71849,1.60428,3.3484,62.67,-0.2452,-0.0254,0.2198,835.2934,0.134951,-325.768959,-325.761205,-325.760261,-325.8006,CC1(C)NC1C=O,"InChI=1S/C5H9NO/c1-5(2)4(3-7)6-5/h3-4,6H,1-2H3"
gdb_1331,5.05514,2.00627,1.73641,3.3635,58.98,-0.2568,-0.0411,0.2157,759.8078,0.121962,-345.650323,-345.642644,-345.641699,-345.681761,CC1(C)OC1C=O,"InChI=1S/C5H8O2/c1-5(2)4(3-6)7-5/h3-4H,1-2H3"
gdb_1332,4.74434,1.71729,1.60716,4.244,59.3,-0.2462,-0.0197,0.2265,812.5437,0.122453,-345.650338,-345.642702,-345.641758,-345.681809,CC1(O)CC1C=O,"InChI=1S/C5H8O2/c1-5(7)2-4(5)3-6/h3-4,7H,2H2,1H3"
gdb_1333,4.83479,1.56896,1.4317,1.3945,68.29,-0.2565,0.0789,0.3355,934.2472,0.169894,-310.906568,-310.897972,-310.897028,-310.939073,CC1(C)CC1CO,"InChI=1S/C6H12O/c1-6(2)3-5(6)4-7/h5,7H,3-4H2,1-2H3"
gdb_1334,5.0985,1.62125,1.47044,2.4163,64.35,-0.2428,0.0719,0.3147,897.7886,0.159218,-326.954795,-326.946552,-326.945608,-326.987117,CC1(C)NC1CO,"InChI=1S/C5H11NO/c1-5(2)4(3-7)6-5/h4,6-7H,3H2,1-2H3"
gdb_1335,5.28106,1.6309,1.47048,2.1917,60.72,-0.2586,0.0813,0.3399,883.8784,0.146082,-346.839235,-346.830952,-346.830008,-346.871645,CC1(C)OC1CO,"InChI=1S/C5H10O2/c1-5(2)4(3-6)7-5/h4,6H,3H2,1-2H3"
gdb_1336,5.01227,1.58609,1.45072,1.9707,61.14,-0.249,0.0726,0.3217,887.373,0.146199,-346.831139,-346.822854,-346.82191,-346.863303,CC1(O)CC1CO,"InChI=1S/C5H10O2/c1-5(7)2-4(5)3-6/h4,6-7H,2-3H2,1H3"
gdb_1337,4.70841,1.54995,1.41719,0.1119,75.32,-0.2555,0.0888,0.3443,989.7399,0.193333,-274.987297,-274.978488,-274.977544,-275.019934,CCC1CC1(C)C,"InChI=1S/C7H14/c1-4-6-5-7(6,2)3/h6H,4-5H2,1-3H3"
gdb_1338,4.87395,1.56612,1.4352,1.2841,68.11,-0.2454,0.079,0.3244,942.9933,0.169716,-310.912131,-310.903647,-310.902703,-310.944406,CCC1CC1(C)O,"InChI=1S/C6H12O/c1-3-5-4-6(5,2)7/h5,7H,3-4H2,1-2H3"
gdb_1339,5.14634,1.60687,1.44815,1.7349,68.2,-0.254,0.0918,0.3458,941.7371,0.169115,-310.918822,-310.910141,-310.909196,-310.951581,CCC1OC1(C)C,"InChI=1S/C6H12O/c1-4-5-6(2,3)7-5/h5H,4H2,1-3H3"
gdb_1340,4.77351,1.65895,1.51298,1.0894,72.35,-0.219,0.0873,0.3063,934.0888,0.181313,-291.024232,-291.015563,-291.014619,-291.056693,CCN1CC1(C)C,"InChI=1S/C6H13N/c1-4-7-5-6(7,2)3/h4-5H2,1-3H3"
gdb_1341,4.9025,1.71312,1.55301,0.965,68.75,-0.2406,0.0932,0.3339,897.6244,0.169391,-310.901659,-310.893126,-310.892182,-310.933912,COC1CC1(C)C,"InChI=1S/C6H12O/c1-6(2)4-5(6)7-3/h5H,4H2,1-3H3"
gdb_1342,4.12925,1.91362,1.77573,0.8854,61.08,-0.2352,0.08,0.3153,806.1761,0.145684,-346.825562,-346.817332,-346.816388,-346.857503,COC1CC1(C)O,"InChI=1S/C5H10O2/c1-5(6)3-4(5)7-2/h4,6H,3H2,1-2H3"
gdb_1343,4.06782,2.27195,2.16866,0.1035,71.52,-0.2344,0.0313,0.2657,746.4522,0.171964,-273.806349,-273.799098,-273.798154,-273.837017,CC1(C)CC=CC1,"InChI=1S/C7H12/c1-7(2)5-3-4-6-7/h3-4H,5-6H2,1-2H3"
